  -7.0680007625578096E-009  -7.9200997011947940E-009
  -4.5095652068967068E-009  -7.6322657375782052E-009
  -6.0689928023351712E-009  -7.7902896182461140E-009
   7.0474886238120123E-009   6.2154806635893747E-009
   7.0796918079010693E-009   5.6148790715448485E-009
   4.8058100829486684E-009   1.2143127363562147E-009
   5.3804806635893808E-009  -7.7461182750476088E-009
  -4.2650492864514264E-009  -5.6372418569102979E-009
   4.1127323715720515E-009   3.4930371477056372E-009
  -6.5910811273419724E-009  -5.4974583080370804E-009
  -6.3063832500680018E-009   7.8564135658429403E-009
  -2.7388222216944677E-009  -1.8907126694272917E-009
   3.7998206965788555E-009   3.0292270647569623E-009
  -6.8787710443932926E-009  -4.8364397341842618E-009
  -4.2157471637253888E-009  -6.1221402648657717E-009
   5.6450875624489946E-009   6.6993817249523964E-009
   3.4225026534075454E-009   2.1861042454520731E-009
   7.8544188726580361E-009   7.1792933999455965E-009
  -5.6080307125986170E-009  -5.6483567159925527E-009
   2.3572376783871442E-009   5.8632403317946917E-009
  -4.9702392035027502E-009  -3.1332392035027550E-009
   7.9097050749387961E-009  -6.7248805966604608E-009
   7.8683817249523985E-009  -8.1998108455064777E-009
  -3.9541323046431312E-009  -5.0457604307631157E-009
   7.6389700499591978E-009  -6.0860917409721485E-009
  -8.0397922716536614E-009  -7.5528991705132834E-009
   1.3169063681781048E-009   2.4024063681781115E-009
   1.0342031840890550E-009   1.3843047761335817E-009
   7.6017801329078672E-009  -8.0439257045887251E-009
   5.0352217579418691E-009   3.5644249420309291E-009
  -4.9189423875918085E-009  -4.8565307125986053E-009
   7.6260045442572876E-009  -7.0739848421125321E-009
   5.7798843783599417E-009   6.5363711113222205E-009
   6.8310424545206955E-010   1.4024010613630177E-009
   3.0785291874829965E-009   2.2626228193048907E-009
  -2.8957047092046592E-009  -2.4519856046703376E-009
  -4.2328461023623661E-009  -3.5004397341842524E-009
   7.8101034828942689E-009  -6.7379901489276264E-009
   5.3691545669267909E-010  -1.3483893194409016E-009
   1.5996095522671679E-009   3.1881042454520777E-009
  -7.4151103148249734E-009  -7.2320087227804409E-009
  -1.4066675614990311E-009  -2.4338893194409016E-009
   7.4578631510995794E-009   5.9568578442844932E-009
  -8.2892949250612055E-009  -4.2751667989412258E-009
   3.5071440465652516E-009   4.1952350249796015E-009
  -7.2016561853110460E-009  -6.4089768818899084E-009
   6.9166811942708868E-009   7.3532748260927785E-009
   8.0806944613086152E-009  -8.0147145602770410E-009
  -4.6775625534891563E-009  -5.8525466330438808E-009
   2.4950265340754741E-010   7.8470053068150756E-010
